180021452001010040000342          .6    
180060236001010040000342          .2    
180081042001010040000342         .45    
180021452001013150600042         1.9    
180060236001013150600042          .1    
180081042001013150600042          .3    
180021452001013151600042          .8    
180060236001013151600042         .05    
180081042001013151600042          .2    
180021452001013810518142         .03    
180060236001013810518142         .02    
180081042001013810518142         .02    
180021452001013810521042         .15    
180060236001013810521042          .1    
180081042001013810521042          .1    
180021452001014003200142         .03    
180021452011014003200142         .03    
180021452021014003200142         .03    
180060236001014003200142         .01    
180060236011014003200142         .03    
180081042001014003200142        .015    
180081042011014003200142         .03    
180021452001015390704342         .05    
180060236001015390704342         .01    
180081042001015390704342         .02    
180021452001015390705042         1.4    
180060236001015390705042         .24    
180081042001015390705042         .23    
180021452001015390705142         1.4    
180060236001015390705142         .24    
180081042001015390705142         .23    
966480144001015391904042         .05    
966480148001015391904042         .05    
180021452001015460640033          .1    
180060236001015460640033         .05    
180081042001015460640033          .1    
180021452001015464110042        1.65    
180060236001015464110042         .09    
180081042001015464110042         .33    
180021452001015470210042         .08    
180060236001015470210042         .01    
180081042001015470210042         .05    
180021452001015480140042           1    
180060236001015480140042          .3    
180081042001015480140042          .5    
180021452001015482900042        2.44    
180021452011015482900042          .2    
180021452021015482900042          .3    
180060236001015482900042         .12    
180060236011015482900042          .2    
180081042001015482900042          .6    
180081042011015482900042          .2    
001769003001015510000435        .025    
017495013001015510000435        .464    
017495063001015510000435        .624    
017495132001015510000435        .621    
017495162001015510000435        .488    
017690622001015510000435        .025    
017691390011015510000435        .025    
038062502001015510000435       .0218    
038062512001015510000435       .0109    
038062520001015510000435       .0515    
038264101001015510000435         .03    
038264121001015510000435         .03    
051600418001015510000435        .015    
051660001001015510000435        .015    
051710001001015510000435        .005    
051710003001015510000435        .005    
054600101001015510000435         .03    
054600107001015510000435       .0025    
056000031001015510000435        .199    
056000151201015510000435         .01    
056000281101015510000435         .01    
056000533001015510000435        .034    
056000534001015510000435        .019    
056000737001015510000435        .005    
062650382001015510000435        .015    
062650801011015510000435        .015    
062650839021015510000435        .015    
062650839031015510000435        .015    
062650947011015510000435        .015    
062650947021015510000435        .015    
062890347001015510000435       .0004    
063010135001015510000435        .006    
063010201001015510000435        .002    
064010006001015510000435        .006    
065810022021015510000435         .01    
065810023021015510000435         .01    
065810222021015510000435         .01    
065810275001015510000435         .01    
066004201001015510000435         .02    
066110101001015510000435         .09    
066130101001015510000435         .05    
066140106001015510000435         .02    
066154006001015510000435         .02    
066760001001015510000435         .02    
072710137001015510000435        .005    
072710161001015510000435        .005    
072720252001015510000435        .005    
072730001001015510000435        .007    
072750011001015510000435        .005    
076110114001015510000435         .03    
076130118001015510000435         .03    
076134101001015510000435         .01    
076140109001015510000435         .02    
076140307001015510000435         .01    
076140407001015510000435        .015    
076140501001015510000435        .015    
076140505001015510000435        .015    
076154001001015510000435        .025    
076701111001015510000435         .02    
078670608001015510000435        .004    
078670611001015510000435        .005    
078720001001015510000435        .005    
078740003001015510000435        .003    
079710439001015510000435        .006    
079710439021015510000435        .006    
079710603001015510000435        .005    
079710609001015510000435        .007    
079710808001015510000435        .005    
079710883001015510000435        .005    
117213201001015510000435        .696    
117214211001015510000435         .91    
117217202001015510000435        .684    
117274211001015510000435         .86    
117470201001015510000435        .621    
117470912001015510000435         .42    
117471004001015510000435        .267    
117471301001015510000435        .676    
117471801001015510000435        .732    
117590311001015510000435        .439    
226010311001015510000435         .05    
226010411001015510000435         .07    
226010421001015510000435         .08    
226020111001015510000435         .09    
226020151001015510000435         .09    
226020201001015510000435         .09    
226030101001015510000435         .08    
311723201001015510000435        .684    
311724211001015510000435         .91    
311747180101015510000435        .732    
921254695001015510000435        .008    
921522721001015510000435        .001    
921522963001015510000435        .001    
921522996001015510000435        .001    
921523095001015510000435        .005    
921729345001015510000435        .015    
991521562001015510000435        .005    
991521782001015510000435         .09    
991522486001015510000435        .015    
991725139001015510000435        .055    
991726096001015510000435         .08    
991726261001015510000435         .01    
991726954001015510000435         .01    
991727229001015510000435       .0021    
001769003001015639900135         .27    
005470246001015639900135        .018    
005470326001015639900135         .02    
005470326021015639900135         .02    
017030099001015639900135        .007    
017037001001015639900135        .007    
017193043001015639900135        .031    
017390151001015639900135         .01    
017390152001015639900135        .016    
017390165001015639900135        .013    
017390166001015639900135        .006    
017390185001015639900135        .003    
017390186001015639900135        .026    
017390195001015639900135        .002    
