05160020077106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340001106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340077106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340083106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610000106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610001106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610077106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610083106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        2   
11700100080106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        1   
11700200080106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        1   
11759030000106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        1   
11759240000106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        1   
22600000080106265700302123110112-812-123-812-10409-81307-107                                                                                                                                        1   
22602000000106265700302123110112-812-123-812-10409-81307-107                                                                                                                                        1   
22602000077106265700302123110112-812-123-812-10409-81307-107                                                                                                                                        1   
35160030001106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700302123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700302123110112-812-123-812-10409-850                                                                                                                                              5   
90560001500106265700302123110112-812-123-812-10409-81320-120                                                                                                                                        0   
94150001400106265700302123110112-812-123-812-10409-850                                                                                                                                             45   
05000010080106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05060010000106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05100050080106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160020077106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340001106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340077106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340083106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610000106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610001106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610077106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610083106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35160030001106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700303123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700303123110112-812-123-812-10409-850                                                                                                                                              5   
90560001500106265700303123110112-812-123-812-10409-81320-120                                                                                                                                        0   
94150001400106265700303123110112-812-123-812-10409-850                                                                                                                                             45   
05000010080106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05060010000106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05100050080106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160020077106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340001106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340077106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340083106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610000106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610001106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610077106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610083106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35160030001106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700304123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700304123110112-812-123-812-10409-850                                                                                                                                              5   
90560001500106265700304123110112-812-123-812-10409-81320-120                                                                                                                                        0   
94150001400106265700304123110112-812-123-812-10409-850                                                                                                                                             45   
05000010080106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05060010000106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05100050080106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160020077106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340001106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340077106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265340083106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610000106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610001106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610077106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
06265610083106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35160030001106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700305123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700305123110112-812-123-812-10409-850                                                                                                                                              5   
90560001500106265700305123110112-812-123-812-10409-81320-120                                                                                                                                        0   
94150001400106265700305123110112-812-123-812-10409-850                                                                                                                                             45   
05000010080106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05060010000106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05100050080106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160020077106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35160030001106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700306123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700306123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700306123110112-812-123-812-10409-850                                                                                                                                              5   
94150001400106265700306123110112-812-123-812-10409-850                                                                                                                                             45   
05000010080106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05060010000106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05100050080106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160020077106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030000106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05160030077106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010000106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
05460010077106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35160030001106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
35460010002106265700307123110112-812-123-812-10409-81320-120                                                                                                                                        0   
90510000500106265700307123110112-812-123-812-10409-850                                                                                                                                             10   
90540040100106265700307123110112-812-123-812-10409-850                                                                                                                                              5   
94150001400106265700307123110112-812-123-812-10409-850                                                                                                                                             45   
06265340001106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                      1   
06265340071106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .5   
06265340077106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .5   
06265610000106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                      1   
06265610001106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                      1   
06265610071106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .5   
06265610074106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .1   
06265610075106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .5   
06265610077106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                     .5   
90560001500106265700800138110112-104-812-122-812-138-81320-120                                                                                                                                      1   
062653400711062657008771381120-138-120                                                                                                                                                             .5   
062653400771062657008771381120-138-120                                                                                                                                                             .5   
062656100711062657008771381120-138-120                                                                                                                                                             .5   
062656100741062657008771381120-138-120                                                                                                                                                             .9   
062656100751062657008771381120-138-120                                                                                                                                                             .5   
062656100771062657008771381120-138-120                                                                                                                                                             .5   
06265340001106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                    1   
06265340077106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                   .8   
06265610000106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                    1   
06265610001106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                    1   
06265610077106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                   .8   
90560001500106265700900122110112-104-812-122-812-10409-81320-120                                                                                                                                    1   
94150001400106265700900122110112-104-812-122-812-10409-850                                                                                                                                         12   
062653400771062657009771381120-138-120                                                                                                                                                             .2   
062656100771062657009771381120-138-120                                                                                                                                                             .2   
06265228002106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                        1   
06265228003106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                        1   
06265228072106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                       .1   
06265228073106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                       .1   
06265253001106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                        1   
06265253002106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                        1   
06265253071106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                       .1   
06265253072106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                       .1   
06265253073106265701100123110112-812-123-812-104-812-123-812-10409-81303-134                                                                                                                       .1   
90560001500106265701100123110112-812-123-812-104-812-123-812-10409-81303-136                                                                                                                        1   
06265340001106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                              1   
06265340077106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                             .8   
06265610000106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                              1   
06265610001106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                              1   
06265610077106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                             .8   
90560001500106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-81320-120                                                                              1   
90620016100106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-850                                                                                    4   
94150001400106265704500138110102-104-814-138-136-138-10409-104-10409-138-104-138-136-138-10409-138-10409-138-850                                                                                    3   
062653400711062657045771381120-138-10409-138-136-10409-138-10409-138-120                                                                                                                            1   
062656100711062657045771381120-138-10409-138-136-10409-138-10409-138-120                                                                                                                            1   
062656100741062657045771381120-138-10409-138-136-10409-138-10409-138-120                                                                                                                            1   
062656100751062657045771381120-138-10409-138-136-10409-138-10409-138-120                                                                                                                            1   
06265108000106265738700   110112-814-138-10439-138                                                                                                                                                  0   
062653400011062657388001381119-812-123-812-10437-812-123-812-134-812-123-812-10439-138-81320-120                                                                                                    0   
062656100011062657388001381119-812-123-812-10437-812-123-812-134-812-123-812-10439-138-81320-120                                                                                                    0   
062653400011062657389001381119-814-138-10437-138-10439-81320-120                                                                                                                                    0   
06265340001106265745600138110112-814-138-10439-81320-120                                                                                                                                            0   
062656100011062657946001381119-814-138-10437-138-134-138-10439-81320-120                                                                                                                            0   
05166100000106266000400123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          1   
05166100020106266000400123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          1   
06266170000106266000400123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          1   
90510000500106266000400123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000400123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          1   
90620016100106266000400123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
93680855000106266000400123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          1   
05166100000106266000401123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000401123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000401123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000401123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000401123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000401123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000401123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
05166100000106266000402123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000402123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000402123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000402123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000402123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000402123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000402123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
05166100000106266000403123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000403123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000403123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000403123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000403123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000403123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000403123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
05166100000106266000404123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000404123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000404123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000404123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000404123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000404123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000404123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
05166100000106266000405123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000405123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000405123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000405123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000405123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000405123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000405123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
05166100000106266000406123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
05166100020106266000406123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
06266170000106266000406123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90510000500106266000406123110112-814-138-812-12304-123-812-10409-850                                                                                                                                2   
90560001500106266000406123110112-814-138-812-12304-123-812-10409-81320-120                                                                                                                          0   
90620016100106266000406123110112-814-138-812-12304-123-812-10409-850                                                                                                                                0   
93680855000106266000406123110112-814-138-812-12304-123-812-10409-81320-119                                                                                                                          0   
062000600801062660005001311122-12204-122-812-13123-139-13123-10409-81320-120                                                                                                                        2   
062000600811062660005001311122-12204-122-812-13123-139-13123-10409-81320-120                                                                                                                        2   
062661700001062660005001311122-12204-122-812-13123-139-13123-10409-81320-120                                                                                                                        1   
062661700771062660005001311122-12204-122-812-13123-139-13123-10409-81320-120                                                                                                                        1   
905600015001062660005001311122-12204-122-812-13123-139-13123-10409-81320-120                                                                                                                        1   
906200161001062660005001311122-12204-122-812-13123-139-13123-10409-850                                                                                                                             24   
936808550001062660005001311122-12204-122-812-13123-139-13123-10409-81320-119                                                                                                                        1   
941500014001062660005001311122-12204-122-812-13123-139-13123-10409-850                                                                                                                             16   
